ID Tempat,Nama Wisata,Detail Alamat,Latitude,Longitude,Kategori,Jenis Tempat,Jam Operasional,Harga Tiket,Harga Min,Harga Max,Jumlah Ulasan (Google Maps),Overall Rating (Google Maps),Link Website,Deskripsi Singkat,Aktivitas,Fasilitas,Kategori Umur,Deskripsi Cleaned,Aktivitas Cleaned,Fasilitas Cleaned
T041,Wisata Alam Batu Seribu,"Gentan, Bulu, Pacinan, Gentan, Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57563",-7.7880457,110.838404,lingkungan,aktivitas alam terbuka,"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}","{
  ""Tiket Masuk"": {
  ""Umum"": 10000
  }
 }",10,10,1175,4.1,,"Wisata Alam Batu Seribu adalah destinasi wisata alam yang terletak di lereng Gunung Gajah Mungkur, Desa Gentan, Kabupaten Sukoharjo, Jawa Tengah. Tempat ini menawarkan pengalaman menyatu dengan alam melalui kolam renang alami dari sumber mata air, pemandangan hutan rimbun, batuan besar yang eksotis, dan udara segar pegunungan. Cocok untuk liburan keluarga, aktivitas outdoor, camping, hingga berburu sunset, Batu Seribu juga termasuk dalam kawasan Gunung Sewu UNESCO Global Geopark, menjadikannya wisata edukatif dan alami yang unik.","Berenang di tengah hutan, Berkeliling kawasan, Berburu spot foto, Menikmati sunset, Camping, Wisata kuliner lokal.","Area Parkir, Toilet Umum dan Kamar Ganti, Mushola, Gazebo dan Bangku Istirahat, Warung dan Kedai Makanan, Gardu Pandang (Spot Foto), Kolam Renang Alami, Camping Ground.",Semua Umur,wisata alam batu seribu adalah destinasi wisata alam yang terletak di lereng gunung gajah mungkur desa gentan kabupaten sukoharjo jawa tengah tempat ini menawarkan pengalaman menyatu dengan alam melalui kolam renang alami dari sumber mata air pemandangan hutan rimbun batuan besar yang eksotis dan udara segar pegunungan cocok untuk liburan keluarga aktivitas outdoor camping hingga berburu sunset batu seribu juga termasuk dalam kawasan gunung sewu unesco global geopark menjadikannya wisata edukatif dan alami yang unik,"['berenang di tengah hutan', 'berkeliling kawasan', 'berburu spot foto', 'menikmati sunset', 'camping', 'wisata kuliner lokal.']","['area parkir', 'toilet umum dan kamar ganti', 'mushola', 'gazebo dan bangku istirahat', 'warung dan kedai makanan', 'gardu pandang (spot foto)', 'kolam renang alami', 'camping ground.']"
T042,Candi Cetho,"Ceto, RT.01/RW.03, Cetho, Gumeng, Kec. Jenawi, Kabupaten Karanganyar, Jawa Tengah 57792",-7.5955625,111.1574219,"sejarah, budaya, religi",Cagar Budaya Hindu-Buddha,"{""Senin"": ""07:00-17:00"", ""Selasa"": ""07:00-17:00"", ""Rabu"": ""07:00-17:00"", ""Kamis"": ""07:00-17:00"", ""Jumat"": ""07:00-17:00"", ""Sabtu"": ""07:00-17:00"", ""Minggu"": ""07:00-17:00""}","{
  ""Tiket Masuk"": {
  ""Wisatawan Domestik"": 10000,
  ""Wisatawan Mancanegara"": 30000 }
  }",10,30,11183,4.7,,"Candi Cetho adalah destinasi yang wajib masuk daftar kunjunganmu. Berlokasi di ketinggian, candi ini menawarkan pemandangan spektakuler, udara sejuk, serta nuansa mistis yang khas. Candi peninggalan Kerajaan Majapahit ini juga masih digunakan sebagai tempat peribadatan umat Hindu hingga sekarang","Berburu foto Instagramable, Melihat prosesi ritual Hindu, Trekking ringan, Mengunjungi Punden Saraswati, Melanjutkan perjalanan ke Gunung Lawu.","Area parkir luas, Toilet umum, Warung makan dan penjual suvenir, Pemandu wisata lokal, Penginapan sederhana di sekitar area candi.",Semua Umur,candi cetho adalah destinasi yang wajib masuk daftar kunjunganmu berlokasi di ketinggian candi ini menawarkan pemandangan spektakuler udara sejuk serta nuansa mistis yang khas candi peninggalan kerajaan majapahit ini juga masih digunakan sebagai tempat peribadatan umat hindu hingga sekarang,"['berburu foto instagramable', 'melihat prosesi ritual hindu', 'trekking ringan', 'mengunjungi punden saraswati', 'melanjutkan perjalanan ke gunung lawu.']","['area parkir luas', 'toilet umum', 'warung makan dan penjual suvenir', 'pemandu wisata lokal', 'penginapan sederhana di sekitar area candi.']"
T043,Candi Sukuh,"Tambak, Berjo, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793",-7.6273049,111.1315111,"sejarah, budaya, religi",Cagar Budaya Hindu-Buddha,"{""Senin"": ""07:00-17:00"", ""Selasa"": ""07:00-17:00"", ""Rabu"": ""07:00-17:00"", ""Kamis"": ""07:00-17:00"", ""Jumat"": ""07:00-17:00"", ""Sabtu"": ""07:00-17:00"", ""Minggu"": ""07:00-17:00""}","{
  ""Tiket Masuk"": {
  ""Lokal"": 7000,
  ""Mancanegara"": 25000
  }
 }",7000,25,3633,4.6,,"Candi Sukuh adalah candi Hindu peninggalan Kerajaan Majapahit yang terletak di kaki Gunung Lawu, Karanganyar, Jawa Tengah. Candi ini memiliki arsitektur unik yang mirip dengan candi suku Maya, berbentuk trapesium. Candi ini dikenal sebagai ""the last temple"" karena merupakan peninggalan terakhir dari kerajaan Majapahit. Candi Sukuh menjadi tempat wisata sejarah yang menarik dengan berbagai relief, patung, dan cerita sejarah yang tersimpan di dalamnya.","Menjelajahi Candi,Mempelajari Sejarah Candi,dan Berburu Foto","area parkir, toilet, mushola, kios makanan, warung kopi, dan penginapan.",Semua Umur,candi sukuh adalah candi hindu peninggalan kerajaan majapahit yang terletak di kaki gunung lawu karanganyar jawa tengah candi ini memiliki arsitektur unik yang mirip dengan candi suku maya berbentuk trapesium candi ini dikenal sebagai the last temple karena merupakan peninggalan terakhir dari kerajaan majapahit candi sukuh menjadi tempat wisata sejarah yang menarik dengan berbagai relief patung dan cerita sejarah yang tersimpan di dalamnya,"['menjelajahi candi', 'mempelajari sejarah candi', 'dan berburu foto']","['area parkir', 'toilet', 'mushola', 'kios makanan', 'warung kopi', 'dan penginapan.']"
T044,Rumah Atsiri Indonesia,"Jl. Watusambang, Watusambang, Plumbon, Kec. Tawangmangu, Kabupaten Karanganyar, Jawa Tengah 57792",-7.654962,111.1019035658,"lingkungan, kreativitas",Pengolahan Tanaman,"{""Senin"": ""10:00-17:00"", ""Selasa"": ""10:00-17:00"", ""Rabu"": ""10:00-17:00"", ""Kamis"": ""10:00-17:00"", ""Jumat"": ""10:00-17:00"", ""Sabtu"": ""10:00-17:00"", ""Minggu"": ""10:00-17:00""}","{
  ""Tiket Masuk"": {
  ""Harga"": 50000 }
  }",50000,50000,6809,4.7,http://www.rumahatsiri.com/,"Rumah Atsiri Indonesia adalah destinasi wisata edukatif di Tawangmangu, Jawa Tengah, yang menyajikan pengalaman unik seputar minyak atsiri. Berkonsep eduwisata, tempat ini menawarkan museum, kebun tanaman aromatik, workshop kecantikan, serta restoran berbahan rempah. Suasana asri dan wangi alami menjadikannya tempat ideal untuk belajar sekaligus relaksas","Tur Wisata Rumah Atsiri, Belajar Tentang Tanaman Aromatik, Mengunjungi Museum Atsiri.","Gazebo, Laboratorium, Pemandu wisata, Restoran, Spot foto Instagramable, Tempat parkir, Toilet umum, Toko oleh-oleh/souvenir.",Semua Umur,rumah atsiri indonesia adalah destinasi wisata edukatif di tawangmangu jawa tengah yang menyajikan pengalaman unik seputar minyak atsiri berkonsep eduwisata tempat ini menawarkan museum kebun tanaman aromatik workshop kecantikan serta restoran berbahan rempah suasana asri dan wangi alami menjadikannya tempat ideal untuk belajar sekaligus relaksas,"['tur wisata rumah atsiri', 'belajar tentang tanaman aromatik', 'mengunjungi museum atsiri.']","['gazebo', 'laboratorium', 'pemandu wisata', 'restoran', 'spot foto instagramable', 'tempat parkir', 'toilet umum', 'toko oleh-oleh/souvenir.']"
T045,Kebun Teh Kemuning,"Jalan, Sumbersari, Kemuning, Ngargoyoso, Karanganyar Regency, Central Java 57794",-7.5955234,111.1333666,lingkungan,Proses budidaya & produksi teh,"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}",Gratis,0,0,1623,4.5,,"Kebun Teh Kemuning adalah destinasi wisata alam yang terletak di lereng Gunung Lawu, Karanganyar, Jawa Tengah. Dengan pemandangan hijau dan udara sejuk, kebun teh seluas 437 hektare ini menawarkan pengalaman unik bagi pengunjung, mulai dari tur petik teh, jalur hiking, hingga spot foto estetik. Kebun Teh Kemuning juga merupakan peninggalan Kerajaan Mangkunegaran yang pertama kali dibuka pada tahun 1814.","Tur Petik Teh,Hiking,Foto Estetik,Piknik,Paralayang dan Flying Fox","Musala, Toilet umum, Lahan parkir yang luas, Rumah makan, Spot foto yang beragam, Arena paralayang dan flying fox.",Semua Umur,kebun teh kemuning adalah destinasi wisata alam yang terletak di lereng gunung lawu karanganyar jawa tengah dengan pemandangan hijau dan udara sejuk kebun teh seluas 437 hektare ini menawarkan pengalaman unik bagi pengunjung mulai dari tur petik teh jalur hiking hingga spot foto estetik kebun teh kemuning juga merupakan peninggalan kerajaan mangkunegaran yang pertama kali dibuka pada tahun 1814,"['tur petik teh', 'hiking', 'foto estetik', 'piknik', 'paralayang dan flying fox']","['musala', 'toilet umum', 'lahan parkir yang luas', 'rumah makan', 'spot foto yang beragam', 'arena paralayang dan flying fox.']"
T046,Astana Giribangun,"Jl. Astana Giribangun, Dengkeng, Girilayu, Kec. Matesih, Kabupaten Karanganyar, Jawa Tengah 57781",-7.652109,111.071257,"sejarah, budaya, religi",Makam keluarga Presiden,"{""Senin"": ""08:00-17:00"", ""Selasa"": ""08:00-17:00"", ""Rabu"": ""08:00-17:00"", ""Kamis"": ""08:00-17:00"", ""Jumat"": ""08:00-17:00"", ""Sabtu"": ""08:00-17:00"", ""Minggu"": ""08:00-17:00""}","{
  ""Tiket Masuk"": {
  ""Harga"": 5000 }
  }",50000,50000,506,4.4,,"Astana Giribangun merupakan kompleks makam Presiden RI ke-2, Soeharto, yang terletak di lereng Gunung Lawu, Karanganyar. Selain sebagai tempat ziarah, kawasan ini menjadi destinasi wisata religi dan edukatif dengan nuansa tenang, sejarah kuat, dan pemandangan alam yang sejuk.","Ziarah dan Refleksi Sejarah,Belajar Sejarah Dinasti Mataram & Mangkunegaran,Menjelajahi Kompleks Makam Bertingkat,Wisata Alam dan Fotografi,Kunjungan ke Masjid dan Ruang Refleksi.","Area parkir tertata (umum & khusus keluarga Cendana), Masjid dan kamar mandi/toilet umum, Ruang tunggu/istirahat peziarah, Rumah jaga dan bangunan untuk keluarga, Gapura utama sebagai penanda, Jasa foto peziarah.",Semua Umur,astana giribangun merupakan kompleks makam presiden ri ke2 soeharto yang terletak di lereng gunung lawu karanganyar selain sebagai tempat ziarah kawasan ini menjadi destinasi wisata religi dan edukatif dengan nuansa tenang sejarah kuat dan pemandangan alam yang sejuk,"['ziarah dan refleksi sejarah', 'belajar sejarah dinasti mataram & mangkunegaran', 'menjelajahi kompleks makam bertingkat', 'wisata alam dan fotografi', 'kunjungan ke masjid dan ruang refleksi.']","['area parkir tertata (umum & khusus keluarga cendana)', 'masjid dan kamar mandi/toilet umum', 'ruang tunggu/istirahat peziarah', 'rumah jaga dan bangunan untuk keluarga', 'gapura utama sebagai penanda', 'jasa foto peziarah.']"
T047,Agrowisata Strawberry Tawangmangu,"Kramat, Kalisoro, Kec. Tawangmangu, Kabupaten Karanganyar, Jawa Tengah 57792",-7.6622333,111.1448514,"lingkungan, sains",Budidaya stroberi,"{""Senin"": ""09:00-16:00"", ""Selasa"": ""09:00-16:00"", ""Rabu"": ""09:00-16:00"", ""Kamis"": ""09:00-16:00"", ""Jumat"": ""09:00-16:00"", ""Sabtu"": ""09:00-16:00"", ""Minggu"": ""09:00-16:00""}",Gratis,0,0,163,4.7,,"Kebun Strawberry Tawangmangu terletak di Kalisoro, Tawangmangu, Karanganyar, Jawa Tengah. Wisata ini menawarkan pengalaman edukasi yang menarik bagi pengunjung, terutama bagi mereka yang ingin memetik stroberi langsung dari kebun. Dikelola oleh petani lokal sejak 2001, kebun ini menampilkan berbagai jenis stroberi dengan kualitas unggul, yang dapat dipetik dan dinikmati langsung oleh pengunjung. Lokasinya yang berada di lereng Gunung Lawu memberikan udara sejuk dan pemandangan indah, menjadikannya tempat wisata favorit bagi keluarga, pelajar, dan wisatawan lainnya.","Memetik Stroberi,Edukasi Pertanian,Fotografi,Mencicipi Stroberi","Wadah Pemetik,Fasilitas Parkir,Toilet Umum,Spot Foto,Warung Makan",Semua Umur,kebun strawberry tawangmangu terletak di kalisoro tawangmangu karanganyar jawa tengah wisata ini menawarkan pengalaman edukasi yang menarik bagi pengunjung terutama bagi mereka yang ingin memetik stroberi langsung dari kebun dikelola oleh petani lokal sejak 2001 kebun ini menampilkan berbagai jenis stroberi dengan kualitas unggul yang dapat dipetik dan dinikmati langsung oleh pengunjung lokasinya yang berada di lereng gunung lawu memberikan udara sejuk dan pemandangan indah menjadikannya tempat wisata favorit bagi keluarga pelajar dan wisatawan lainnya,"['memetik stroberi', 'edukasi pertanian', 'fotografi', 'mencicipi stroberi']","['wadah pemetik', 'fasilitas parkir', 'toilet umum', 'spot foto', 'warung makan']"
T048,Taman Edukasi Intanpari,"Jl. Jend. Gatot Subroto, Beningrejo, Gaum, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57716",-7.5880453,110.9523022,"sains, teknologi, kreativitas",Teknologi dan Rekreasi Tematik,"{""Senin"": ""05:30-18:00"", ""Selasa"": ""05:30-18:00"", ""Rabu"": ""05:30-18:00"", ""Kamis"": ""05:30-18:00"", ""Jumat"": ""05:30-18:00"", ""Sabtu"": ""05:30-18:00"", ""Minggu"": ""05:30-18:00""}","{
  ""Tiket Masuk"": {
  ""Harga"": 7000 }
  }",7000,7000,2976,4.2,https://pudanekausahakaranganyar.id/,"Edupark Intanpari adalah destinasi wisata edukasi yang berada di Karanganyar, Jawa Tengah, yang menawarkan pengalaman liburan menyenangkan dan murah. Tempat ini cocok dikunjungi bersama keluarga atau rombongan. Edupark Intanpari menyajikan beragam wahana edukasi dan rekreasi yang bisa dinikmati oleh pengunjung dari berbagai kalangan usia. Lokasinya yang mudah dijangkau, dengan berbagai fasilitas yang nyaman, menjadikan tempat ini sangat populer untuk liburan edukatif.","Menjelajahi wahana pesawat bekas,Berenang di kolam renang,Menonton film VR,Berburu foto Instagramable.","Area parkir yang luas, Toilet, Musala, Tempat makan, Spot foto Instagramable, Wahana Kolam Renang, Wahana Edukasi.",Semua Umur,edupark intanpari adalah destinasi wisata edukasi yang berada di karanganyar jawa tengah yang menawarkan pengalaman liburan menyenangkan dan murah tempat ini cocok dikunjungi bersama keluarga atau rombongan edupark intanpari menyajikan beragam wahana edukasi dan rekreasi yang bisa dinikmati oleh pengunjung dari berbagai kalangan usia lokasinya yang mudah dijangkau dengan berbagai fasilitas yang nyaman menjadikan tempat ini sangat populer untuk liburan edukatif,"['menjelajahi wahana pesawat bekas', 'berenang di kolam renang', 'menonton film vr', 'berburu foto instagramable.']","['area parkir yang luas', 'toilet', 'musala', 'tempat makan', 'spot foto instagramable', 'wahana kolam renang', 'wahana edukasi.']"
T049,Kemuning Skyhills,"Jl. Karangpandan-Ngargoyoso, Sumbersari, Kemuning, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57794",-7.595412,111.1329214,lingkungan,Geowisata & Lanskap Alam,"{""Senin"": ""09:00-18:30"", ""Selasa"": ""09:00-18:30"", ""Rabu"": ""09:00-18:30"", ""Kamis"": ""09:00-18:30"", ""Jumat"": ""09:00-18:30"", ""Sabtu"": ""09:00-18:30"", ""Minggu"": ""09:00-18:30""}","{
  ""Tiket Masuk"": {
  ""Harga"": 10000 }
  }",10,10,1756,4.6,,"Kemuning Sky Hills adalah destinasi wisata agrowisata yang terletak di kawasan kebun teh Kemuning, Karanganyar. Dengan konsep wisata alam yang mengusung keindahan perbukitan teh dan udara segar dari lereng Gunung Lawu, tempat ini menawarkan berbagai aktivitas seru seperti berfoto di jembatan kaca, berkeliling menggunakan ATV, hingga menikmati pemandangan alam dari Rumah Kaca. Destinasi ini juga dilengkapi dengan spot foto Instagrammable, bukit Teletubies, dan fasilitas wisata yang nyaman.","Belajar tentang Agrowisata Kebun Teh,Mencoba Sensasi Skybridge (Jembatan Kaca),Bersantai di Rumah Kaca,Bermain Outbond dan Paralayang,Berkeliling di Bukit Teletubbies dan Wisata Kuliner di Kafe,Berfoto di Spot Instagrammable","Restoran dan cafe, Area parkir, Toilet, Mushola, Flying fox, Outbond, Giant swing, Paralayang, Jeep dan ATV tour, Agrowisata kebun teh.",Semua Umur,kemuning sky hills adalah destinasi wisata agrowisata yang terletak di kawasan kebun teh kemuning karanganyar dengan konsep wisata alam yang mengusung keindahan perbukitan teh dan udara segar dari lereng gunung lawu tempat ini menawarkan berbagai aktivitas seru seperti berfoto di jembatan kaca berkeliling menggunakan atv hingga menikmati pemandangan alam dari rumah kaca destinasi ini juga dilengkapi dengan spot foto instagrammable bukit teletubies dan fasilitas wisata yang nyaman,"['belajar tentang agrowisata kebun teh', 'mencoba sensasi skybridge (jembatan kaca)', 'bersantai di rumah kaca', 'bermain outbond dan paralayang', 'berkeliling di bukit teletubbies dan wisata kuliner di kafe', 'berfoto di spot instagrammable']","['restoran dan cafe', 'area parkir', 'toilet', 'mushola', 'flying fox', 'outbond', 'giant swing', 'paralayang', 'jeep dan atv tour', 'agrowisata kebun teh.']"
T050,Agrowisata Amanah,"Jl. Raya Solo - Tawangmangu KM. 34, 3, RT. 01/03, Karang Wetan, Karang, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",-7.6318197,111.1062169,"lingkungan, sains",Agrowisata Islami,"{""Senin"": ""08:00-16:00"", ""Selasa"": ""08:00-16:00"", ""Rabu"": ""08:00-16:00"", ""Kamis"": ""08:00-16:00"", ""Jumat"": ""08:00-16:00"", ""Sabtu"": ""08:00-16:00"", ""Minggu"": ""08:00-16:00""}","{
  ""Outbound"": {
  ""TK"": 115500-242000,
  ""SD"": 115500-242000,
  ""SLB"": 115500-242000,
  ""Paintball"": 115500-242000,
  },
  ""Camping"": {
  ""Ceria Anak"": 258500-341000,
  ""Dewasa"": 258500-341000,
  },
  ""Paket Prasmanan"": 55000-77000
  }
 }",115500,242000,4746,4.5,,"Agrowisata Amanah adalah destinasi wisata keluarga yang menggabungkan konsep edukasi, rekreasi, dan religi dalam satu kawasan. Terletak di jalur wisata Solo–Tawangmangu, tempat ini menawarkan suasana sejuk pegunungan serta berbagai wahana edukatif dan aktivitas luar ruang. Pengunjung bisa belajar tentang pertanian organik, beternak, hingga menjalani pelatihan karakter berbasis nilai-nilai Islam. Tempat ini sering digunakan sebagai lokasi outbound, kunjungan sekolah, dan wisata keluarga bernuansa islami, menjadikannya salah satu agrowisata terlengkap di Karanganyar.","Outbound, edukasi pertanian dan peternakan, pelatihan karakter islami, wisata religi, permainan anak, flying fox, berkuda, terapi ikan.","Restoran dengan menu dari hasil pertanian dan peternakan lokal, Bakery yang menyediakan berbagai roti dan kue, Homestay dengan 6 tipe kamar, mulai dari standard hingga family room, Perkebunan organik untuk edukasi pertanian, Peternakan dan perikanan sebagai sarana belajar langsung, Ruang meeting untuk kegiatan perusahaan atau kelompok, Area parkir yang luas, Mushola untuk beribadah, Camping ground untuk kegiatan berkemah, Greenhouse sebagai sarana edukasi pertanian modern, Wahana permainan dan outbound untuk anak-anak dan dewasa",Semua Umur,agrowisata amanah adalah destinasi wisata keluarga yang menggabungkan konsep edukasi rekreasi dan religi dalam satu kawasan terletak di jalur wisata solotawangmangu tempat ini menawarkan suasana sejuk pegunungan serta berbagai wahana edukatif dan aktivitas luar ruang pengunjung bisa belajar tentang pertanian organik beternak hingga menjalani pelatihan karakter berbasis nilainilai islam tempat ini sering digunakan sebagai lokasi outbound kunjungan sekolah dan wisata keluarga bernuansa islami menjadikannya salah satu agrowisata terlengkap di karanganyar,"['outbound', 'edukasi pertanian dan peternakan', 'pelatihan karakter islami', 'wisata religi', 'permainan anak', 'flying fox', 'berkuda', 'terapi ikan.']","['restoran dengan menu dari hasil pertanian dan peternakan lokal', 'bakery yang menyediakan berbagai roti dan kue', 'homestay dengan 6 tipe kamar', 'mulai dari standard hingga family room', 'perkebunan organik untuk edukasi pertanian', 'peternakan dan perikanan sebagai sarana belajar langsung', 'ruang meeting untuk kegiatan perusahaan atau kelompok', 'area parkir yang luas', 'mushola untuk beribadah', 'camping ground untuk kegiatan berkemah', 'greenhouse sebagai sarana edukasi pertanian modern', 'wahana permainan dan outbound untuk anak-anak dan dewasa']"
